personLookup,dictText
jakeh_712,"Pious, the father of Agur ([Prov. 30:1](/prov#Prov.30.1)). Nothing is known of him."
jakim_713,A Benjamite ([1 Chr. 8:19](/1chr#1Chr.8.19)).
jakim_714,Chief of the twelfth priestly order ([1 Chr. 24:12](/1chr#1Chr.24.12)).
jalon_715,"Lodger, the last of the four sons of Ezra, of the tribe of Judah ([1 Chr. 4:17](/1chr#1Chr.4.17))."
jambres_716,One of those who opposed Moses in Egypt ([2 Tim. 3:8](/2tim#2Tim.3.8)).
james_717,"The son of Zebedee and Salome; an elder brother of John the apostle. He was one of the twelve. He was by trade a fisherman, in partnership with Peter ([Matt. 20:20](/matt#Matt.20.20); [27:56](/matt#Matt.27.56)). With John and Peter he was present at the transfiguration ([Matt. 17:1](/matt#Matt.17.1); [Mark 9:2](/mark#Mark.9.2)), at the raising of Jairus’s daughter ([Mark 5:37-43](/mark#Mark.5.37)), and in the garden with our Lord (14:33). Because, probably, of their boldness and energy, he and John were called Boanerges, i.e., “sons of thunder.” He was the first martyr among the apostles, having been beheaded by King Herod Agrippa ([Acts 12:1](/acts#Acts.12.1), [2](/acts#Acts.12.2)), A.D. 44. (Comp. [Matt. 4:21](/matt#Matt.4.21); [20:20-23](/matt#Matt.20.20))."
james_718,"The son of Alphaeus, or Cleopas, “the brother” or near kinsman or cousin of our Lord ([Gal. 1:18](/gal#Gal.1.18), [19](/gal#Gal.1.19)), called James “the Less,” or “the Little,” probably because he was of low stature. He is mentioned along with the other apostles ([Matt. 10:3](/matt#Matt.10.3); [Mark 3:18](/mark#Mark.3.18); [Luke 6:15](/luke#Luke.6.15)). He had a separate interview with our Lord after his resurrection ([1 Cor. 15:7](/1cor#1Cor.15.7)), and is mentioned as one of the apostles of the circumcision ([Acts 1:13](/acts#Acts.1.13)). He appears to have occupied the position of head of the Church at Jerusalem, where he presided at the council held to consider the case of the Gentiles ([Acts 12:17](/acts#Acts.12.17); [15:13-29](/acts#Acts.15.13): 21:18-24). This James was the author of the epistle which bears his name."
james_719,"The son of Alphaeus, or Cleopas, “the brother” or near kinsman or cousin of our Lord ([Gal. 1:18](/gal#Gal.1.18), [19](/gal#Gal.1.19)), called James “the Less,” or “the Little,” probably because he was of low stature. He is mentioned along with the other apostles ([Matt. 10:3](/matt#Matt.10.3); [Mark 3:18](/mark#Mark.3.18); [Luke 6:15](/luke#Luke.6.15)). He had a separate interview with our Lord after his resurrection ([1 Cor. 15:7](/1cor#1Cor.15.7)), and is mentioned as one of the apostles of the circumcision ([Acts 1:13](/acts#Acts.1.13)). He appears to have occupied the position of head of the Church at Jerusalem, where he presided at the council held to consider the case of the Gentiles ([Acts 12:17](/acts#Acts.12.17); [15:13-29](/acts#Acts.15.13): 21:18-24). This James was the author of the epistle which bears his name."
jamin_720,
jamin_721,
jamin_722,
jamlech_723,
janna_724,
jannes_725,One of the Egyptians who “withstood Moses” ([2 Tim. 3:8](/2tim#2Tim.3.8)).
japheth_726,"Wide spreading: “God shall enlarge Japheth” (Heb. Yaphat Elohim le-Yephet, [Gen. 9:27](/gen#Gen.9.27). Some, however, derive the name from yaphah, “to be beautiful;” hence white), one of the sons of Noah, mentioned last in order ([Gen. 5:32](/gen#Gen.5.32); [6:10](/gen#Gen.6.10); [7:13](/gen#Gen.7.13)), perhaps first by birth (10:21; comp. 9:24). He and his wife were two of the eight saved in the ark ([1 Pet. 3:20](/1pet#1Pet.3.20)). He was the progenitor of many tribes inhabiting the east of Europe and the north of Asia ([Gen. 10:2-5](/gen#Gen.10.2)). An act of filial piety (9:20-27) was the occasion of Noah’s prophecy of the extension of his posterity.

 After the Flood the earth was re-peopled by the descendants of Noah, “the sons of Japheth” ([Gen. 10:2](/gen#Gen.10.2)), “the sons of Ham” (6), and “the sons of Shem” (22). It is important to notice that modern ethnological science, reasoning from a careful analysis of facts, has arrived at the conclusion that there is a three-fold division of the human family, corresponding in a remarkable way with the great ethnological chapter of the book of Genesis (10). The three great races thus distinguished are called the Semitic, Aryan, and Turanian (Allophylian). “Setting aside the cases where the ethnic names employed are of doubtful application, it cannot reasonably be questioned that the author [of [Gen. 10](/gen#Gen.10)] has in his account of the sons of Japheth classed together the Cymry or Celts (Gomer), the Medes (Madai), and the Ionians or Greeks (Javan), thereby anticipating what has become known in modern times as the ‘Indo-European Theory,’ or the essential unity of the Aryan (Asiatic) race with the principal races of Europe, indicated by the Celts and the Ionians. Nor can it be doubted that he has thrown together under the one head of ’children of Shem’ the Assyrians (Asshur), the Syrians (Aram), the Hebrews (Eber), and the Joktanian Arabs (Joktan), four of the principal races which modern ethnology recognizes under the heading of ‘Semitic.’ Again, under the heading of ‘sons of Ham,’ the author has arranged ‘Cush’, i.e., the Ethiopians; ‘Mizraim,’ the people of Egypt; ‘Sheba and Dedan,’ or certain of the Southern Arabs; and ‘Nimrod,’ or the ancient people of Babylon, four races between which the latest linguistic researches have established a close affinity” (Rawlinson’s Hist. Illustrations)."
japhia_727,"The king of Lachish, who joined in the confederacy against Joshua ([Josh. 10:3](/josh#Josh.10.3)), and was defeated and slain. In one of the Amarna tablets he speaks of himself as king of Gezer. Called also Horam ([Josh. 10:33](/josh#Josh.10.33))."
japhia_728,"One of the sons of David ([2 Sam. 5:15](/2sam#2Sam.5.15)), born in Jerusalem."
japhlet_729,
jarah_782,
jared_730,"The fourth antediluvian patriarch in descent from Seth ([Gen. 5:15-20](/gen#Gen.5.15); [Luke 3:37](/luke#Luke.3.37)), the father of Enoch; called Jered in [1 Chr. 1:2](/1chr#1Chr.1.2)."
jaresiah_731,
jarha_732,
jarib_733,One of the chiefs sent by Ezra to bring up the priests to Jerusalem ([Ezra 8:16](/ezra#Ezra.8.16)).
jarib_734,[Ezra 10:18](/ezra#Ezra.10.18).
jaroah_735,
jashen_736,"Sleeping, called also Hashem ([1 Chr. 11:34](/1chr#1Chr.11.34)); a person, several of whose sons were in David’s body-guard ([2 Sam. 23:32](/2sam#2Sam.23.32))."
jasher_737,"Upright. “The Book of Jasher,” rendered in the LXX. “the Book of the Upright One,” by the Vulgate “the Book of Just Ones,” was probably a kind of national sacred song-book, a collection of songs in praise of the heroes of Israel, a “book of golden deeds,” a national anthology. We have only two specimens from the book, (1) the words of Joshua which he spake to the Lord at the crisis of the battle of Beth-horon ([Josh. 10:12](/josh#Josh.10.12), [13](/josh#Josh.10.13)); and (2) “the Song of the Bow,” that beautiful and touching mournful elegy which David composed on the occasion of the death of Saul and Jonathan ([2 Sam. 1:18-27](/2sam#2Sam.1.18))."
jashobeam_738,"Dweller among the people; or to whom the people turn, the Hachmonite ([1 Chr. 11:11](/1chr#1Chr.11.11)), one of David’s chief heroes who joined him at Ziklag (12:6). He was the first of the three who broke through the host of the Philistines to fetch water to David from the well of Bethlehem ([2 Sam. 23:13-17](/2sam#2Sam.23.13)). He is also called Adino the Eznite (8)."
jashobeam_739,
jashub_740,[Ezra 10:29](/ezra#Ezra.10.29).
jashub_1638,The third of Issachar’s four sons ([1 Chr. 7:1](/1chr#1Chr.7.1)); called also Job ([Gen. 46:13](/gen#Gen.46.13)).
jasiel_741,
jason_742,"He that will cure, the host of Paul and Silas in Thessalonica. The Jews assaulted his house in order to seize Paul, but failing to find him, they dragged Jason before the ruler of the city ([Acts 17:5-9](/acts#Acts.17.5)). He was apparently one of the kinsmen of Paul ([Rom. 16:21](/rom#Rom.16.21)), and accompanied him from Thessalonica to Corinth."
jathniel_743,
javan_744,"The fourth “son” of Japheth ([Gen. 10:2](/gen#Gen.10.2)), whose descendants settled in Greece, i.e., Ionia, which bears the name of Javan in Hebrew. Alexander the Great is called the “king of Javan” (rendered “Grecia,” [Dan. 8:21](/dan#Dan.8.21); [10:20](/dan#Dan.10.20); comp. 11:2; [Zech. 9:13](/zech#Zech.9.13)). This word was universally used by the nations of the East as the generic name of the Greek race."
jaziz_745,
jeaterai_746,
jeberechiah_747,
jebusite_748,"The name of the original inhabitants of Jebus, mentioned frequently among the seven nations doomed to destruction ([Gen. 10:16](/gen#Gen.10.16); [15:21](/gen#Gen.15.21); [Ex. 3:8](/exod#Exod.3.8), [17](/exod#Exod.3.17); 13:5, etc.). At the time of the arrival of the Israelites in Palestine they were ruled by Adonizedek ([Josh. 10:1](/josh#Josh.10.1), [23](/josh#Josh.10.23)). They were defeated by Joshua, and their king was slain; but they were not entirely driven out of Jebus till the time of David, who made it the capital of his kingdom instead of Hebron. The site on which the temple was afterwards built belonged to Araunah, a Jebusite, from whom it was purchased by David, who refused to accept it as a free gift ([2 Sam. 24:16-25](/2sam#2Sam.24.16); [1 Chr. 21:24](/1chr#1Chr.21.24), [25](/1chr#1Chr.21.25))."
jecamiah_749,
jecoliah_750,"Able through Jehovah, the wife of King Amaziah, and mother of King Uzziah ([2 Chr. 26:3](/2chr#2Chr.26.3))."
jedaiah_751,"Invoker of Jehovah. The son of Shimri, a chief Simeonite ([1 Chr. 4:37](/1chr#1Chr.4.37))."
jedaiah_752,A priest in Jerusalem after the Exile ([1 Chr. 9:10](/1chr#1Chr.9.10)).
jedaiah_753,Knowing Jehovah. The chief of one of the courses of the priests ([1 Chr. 24:7](/1chr#1Chr.24.7)).
jedaiah_754,One of those who repaired the walls of Jerusalem after the return from Babylon ([Neh. 3:10](/neh#Neh.3.10)).
jedaiah_755,
jedaiah_756,
jediael_757,"One of the sons of Benjamin, whose descendants numbered 17,200 warriors ([1 Chr. 7:6](/1chr#1Chr.7.6), [10](/1chr#1Chr.7.10), [11](/1chr#1Chr.7.11))."
jediael_758,"A Shimrite, one of David’s bodyguard ([1 Chr. 11:45](/1chr#1Chr.11.45)). Probably same as in 12:20."
jediael_759,
jediael_760,"A Korhite of the family of Ebiasaph, and one of the gate-keepers to the temple ([1 Chr. 26:2](/1chr#1Chr.26.2))."
jedidah_761,
jeduthun_762,
jeduthun_1224,"A Levite of the family of Merari, one of the leaders of the temple music ([1 Chr. 6:44](/1chr#1Chr.6.44); [15:17](/1chr#1Chr.15.17), [19](/1chr#1Chr.15.19)). He was probably the same as Jeduthun. He is supposed by some to be the same also as (1)."
jehaleleel_764,A descendant of Judah ([1 Chr. 4:16](/1chr#1Chr.4.16)).
jehalelel_765,A Levite of the family of Merari ([2 Chr. 29:12](/2chr#2Chr.29.12)).
jehdeiah_766,"One of the Levitical attendants at the temple, a descendant of Shubael ([1 Chr. 24:20](/1chr#1Chr.24.20))."
jehdeiah_767,"A Meronothite, herdsman of the asses under David and Solomon ([1 Chr. 27:30](/1chr#1Chr.27.30))."
jehezekel_768,
jehiel_769,One of David’s guard ([1 Chr. 11:44](/1chr#1Chr.11.44)).
jehiel_770,"One of the Levites “of the second degree,” appointed to conduct the music on the occasion of the ark’s being removed to Jerusalem ([1 Chr. 15:18](/1chr#1Chr.15.18), [20](/1chr#1Chr.15.20))."
jehiel_771,
jehiel_772,"A Hachmonite, a tutor in the family of David toward the close of his reign ([1 Chr. 27:32](/1chr#1Chr.27.32))."
jehiel_773,The second of Jehoshaphat’s six sons ([2 Chr. 21:2](/2chr#2Chr.21.2)).
jehiel_774,One of the Levites of the family of Heman who assisted Hezekiah in his work of reformation ([2 Chr. 29:14](/2chr#2Chr.29.14)).
jehiel_775,
jehiel_776,A “prince” and “ruler of the house of God” who contributed liberally to the renewal of the temple sacrifices under Josiah ([2 Chr. 35:8](/2chr#2Chr.35.8)).
jehiel_777,The father of Obadiah ([Ezra 8:9](/ezra#Ezra.8.9)).
jehiel_778,
jehiel_779,
jehiel_780,
jehizkiah_781,"Jehovah strengthens, one of the chiefs of Ephraim ([2 Chr. 28:12](/2chr#2Chr.28.12))."
jehoaddan_783,"Jehovah his ornament, the wife of King Jehoash, and mother of King Amaziah ([2 Kings 14:2](/2kgs#2Kgs.14.2))."
jehoahaz_784,"The son and successor of Jehu, king of Israel ([2 Kings 10:35](/2kgs#2Kgs.10.35)). He reigned seventeen years, and followed the evil ways of the house of Jeroboam. The Syrians, under Hazael and Benhadad, prevailed over him, but were at length driven out of the land by his son Jehoash (13:1-9, 25)."
jehoahaz_2516,"A son of king Josiah ([1 Chr. 3:15](/1chr#1Chr.3.15); [Jer. 22:11](/jer#Jer.22.11)), who was elected to succeed his father on the throne, although he was two years younger than his brother Eliakim. He assumed the crown under the name of Jehoahaz (q.v.). He did not imitate the example of his father ([2 Kings 23:32](/2kgs#2Kgs.23.32)), but was “a young lion, and it learned to catch the prey; it devoured men” ([Ezek. 19:3](/ezek#Ezek.19.3)). His policy was anti-Egyptian therefore. Necho, at that time at Riblah, sent an army against Jerusalem, which at once yielded, and Jehoahaz was carried captive to the Egyptian camp, Eliakim being appointed king in his stead. He remained a captive in Egypt till his death, and was the first king of Judah that died in exile."
jehohanan_785,"A Korhite, the head of one of the divisions of the temple porters ([1 Chr. 26:3](/1chr#1Chr.26.3))."
jehohanan_786,One of Jehoshaphat’s “captains” ([2 Chr. 17:15](/2chr#2Chr.17.15)).
jehohanan_787,
jehohanan_788,
jehohanan_789,[Neh. 12:13](/neh#Neh.12.13).
jehohanan_790,[Neh. 12:42](/neh#Neh.12.42).
jehoiachin_791,"Succeeded his father Jehoiakin (B.C. 599) when only eight years of age, and reigned for one hundred days ([2 Chr. 36:9](/2chr#2Chr.36.9)). He is also called Jeconiah ([Jer. 24:1](/jer#Jer.24.1); [27:20](/jer#Jer.27.20), etc.), and Coniah (22:24; 37:1). He was succeeded by his uncle, Mattaniah = Zedekiah (q.v.). He was the last direct heir to the Jewish crown. He was carried captive to Babylon by Nebuchadnezzar, along with the flower of the nobility, all the leading men in Jerusalem, and a great body of the general population, some thirteen thousand in all ([2 Kings 24:12-16](/2kgs#2Kgs.24.12); [Jer. 52:28](/jer#Jer.52.28)). After an imprisonment of thirty-seven years ([Jer. 52:31](/jer#Jer.52.31), [33](/jer#Jer.52.33)), he was liberated by Evil-merodach, and permitted to occupy a place in the king’s household and sit at his table, receiving “every day a portion until the day of his death, all the days of his life” (52:32-34)."
jehoiada_792,"The father of Benaiah, who was one of David’s chief warriors ([2 Sam. 8:18](/2sam#2Sam.8.18); [20:23](/2sam#2Sam.20.23))."
jehoiada_793,"The high priest at the time of Athaliah’s usurpation of the throne of Judah. He married Jehosheba, or Jehoshabeath, the daughter of king Jehoram ([2 Chr. 22:11](/2chr#2Chr.22.11)), and took an active part along with his wife in the preservation and training of Jehoash when Athaliah slew all the royal family of Judah.

 The plans he adopted in replacing Jehoash on the throne of his ancestors are described in [2 Kings 11:2](/2kgs#2Kgs.11.2); [12:2](/2kgs#2Kgs.12.2); [2 Chr. 22:11](/2chr#2Chr.22.11); [23:24](/2chr#2Chr.23.24). He was among the foremost of the benefactors of the kingdom, and at his death was buried in the city of David among the kings of Judah ([2 Chr. 24:15](/2chr#2Chr.24.15), [16](/2chr#2Chr.24.16)). He is said to have been one hundred and thirty years old."
jehoiada_794,
jehoiada_795,
jehoiada_796,
jehoiakim_1085,"He whom Jehovah has set up, the second son of Josiah, and eighteenth king of Judah, which he ruled over for eleven years (B.C. 610-599). His original name was Eliakim (q.v.).

 On the death of his father his younger brother Jehoahaz (=Shallum, [Jer. 22:11](/jer#Jer.22.11)), who favoured the Chaldeans against the Egyptians, was made king by the people; but the king of Egypt, Pharaoh-necho, invaded the land and deposed Jehoahaz ([2 Kings 23:33](/2kgs#2Kgs.23.33), [34](/2kgs#2Kgs.23.34); [Jer. 22:10-12](/jer#Jer.22.10)), setting Eliakim on the throne in his stead, and changing his name to Jehoiakim.

 After this the king of Egypt took no part in Jewish politics, having been defeated by the Chaldeans at Carchemish ([2 Kings 24:7](/2kgs#2Kgs.24.7); [Jer. 46:2](/jer#Jer.46.2)). Palestine was now invaded and conquered by Nebuchadnezzar. Jehoiakim was taken prisoner and carried captive to Babylon ([2 Chr. 36:6](/2chr#2Chr.36.6), [7](/2chr#2Chr.36.7)). It was at this time that Daniel also and his three companions were taken captive to Babylon ([Dan. 1:1](/dan#Dan.1.1), [2](/dan#Dan.1.2)).

 Nebuchadnezzar reinstated Jehoiakim on his throne, but treated him as a vassal king. In the year after this, Jeremiah caused his prophecies to be read by Baruch in the court of the temple. Jehoiakim, hearing of this, had them also read in the royal palace before himself. The words displeased him, and taking the roll from the hands of Baruch he cut it in pieces and threw it into the fire ([Jer. 36:23](/jer#Jer.36.23)). During his disastrous reign there was a return to the old idolatry and corruption of the days of Manasseh.

 After three years of subjection to Babylon, Jehoiakim withheld his tribute and threw off the yoke ([2 Kings 24:1](/2kgs#2Kgs.24.1)), hoping to make himself independent. Nebuchadnezzar sent bands of Chaldeans, Syrians, and Ammonites ([2 Kings 24:2](/2kgs#2Kgs.24.2)) to chastise his rebellious vassal. They cruelly harassed the whole country (comp. [Jer. 49:1-6](/jer#Jer.49.1)). The king came to a violent death, and his body having been thrown over the wall of Jerusalem, to convince the beseieging army that he was dead, after having been dragged away, was buried beyond the gates of Jerusalem “with the burial of an ass,” B.C. 599 ([Jer. 22:18](/jer#Jer.22.18), [19](/jer#Jer.22.19); 36:30). Nebuchadnezzar placed his son Jehoiachin on the throne, wishing still to retain the kingdom of Judah as tributary to him."
jehoiarib_798,"Jehovah defends, a priest at Jerusalem, head of one of the sacerdotal courses ([1 Chr. 9:10](/1chr#1Chr.9.10); [24:7](/1chr#1Chr.24.7)). His “course” went up from Babylon after the Exile ([Ezra 2:36-39](/ezra#Ezra.2.36); [Neh. 7:39-42](/neh#Neh.7.39))."
jehonathan_800,One of the stewards of David’s store-houses ([1 Chr. 27:25](/1chr#1Chr.27.25)).
jehonathan_801,A Levite who taught the law to the people of Judah ([2 Chr. 17:8](/2chr#2Chr.17.8)).
jehonathan_802,[Neh. 12:18](/neh#Neh.12.18).
jehoram_803,"The eldest son and successor of Jehoshaphat, king of Judah. He reigned eight years (B.C. 892-885) alone as king of Judah, having been previously for some years associated with his father ([2 Chr. 21:5](/2chr#2Chr.21.5), [20](/2chr#2Chr.21.20); [2 Kings 8:16](/2kgs#2Kgs.8.16)). His wife was Athaliah, the daughter of Ahab and Jezebel. His daughter Jehosheba was married to the high priest Jehoiada. He sank into gross idolatry, and brought upon himself and his kingdom the anger of Jehovah. The Edomites revolted from under his yoke, and the Philistines and the Arabians and Cushites invaded the land, and carried away great spoil, along with Jehoram’s wives and all his children, except Ahaziah. He died a painful death from a fearful malady, and was refused a place in the sepulchre of the kings ([2 Kings 8:16-24](/2kgs#2Kgs.8.16); [2 Chr. 21](/2chr#2Chr.21))."
jehoram_805,A priest sent by Jehoshaphat to instructruct the people in Judah ([2 Chr. 17:8](/2chr#2Chr.17.8)).
jehoshabeath_811,"Jehovah-swearing, the daughter of Jehoram, the king of Israel. She is called Jehoshabeath in [2 Chr. 22:11](/2chr#2Chr.22.11). She was the only princess of the royal house who was married to a high priest, Jehoiada ([2 Chr. 22:11](/2chr#2Chr.22.11))."
jehoshaphat_806,"Son of Ahilud, “recorder” or annalist under David and Solomon ([2 Sam. 8:16](/2sam#2Sam.8.16)), a state officer of high rank, chancellor or vizier of the kingdom."
jehoshaphat_807,Solomon’s purveyor in Issachar ([1 Kings 4:17](/1kgs#1Kgs.4.17)).
jehoshaphat_808,"The son and successor of Asa, king of Judah. After fortifying his kingdom against Israel ([2 Chr. 17:1](/2chr#2Chr.17.1), [2](/2chr#2Chr.17.2)), he set himself to cleanse the land of idolatry ([1 Kings 22:43](/1kgs#1Kgs.22.43)). In the third year of his reign he sent out priests and Levites over the land to instruct the people in the law ([2 Chr. 17:7-9](/2chr#2Chr.17.7)). He enjoyed a great measure of peace and prosperity, the blessing of God resting on the people “in their basket and their store.”

 The great mistake of his reign was his entering into an alliance with Ahab, the king of Israel, which involved him in much disgrace, and brought disaster on his kingdom ([1 Kings 22:1-33](/1kgs#1Kgs.22.1)). Escaping from the bloody battle of Ramoth-gilead, the prophet Jehu ([2 Chr. 19:1-3](/2chr#2Chr.19.1)) reproached him for the course he had been pursuing, whereupon he entered with rigour on his former course of opposition to all idolatry, and of deepening interest in the worship of God and in the righteous government of the people ([2 Chr. 19:4-11](/2chr#2Chr.19.4)).

 Again he entered into an alliance with Ahaziah, the king of Israel, for the purpose of carrying on maritime commerce with Ophir. But the fleet that was then equipped at Ezion-gaber was speedily wrecked. A new fleet was fitted out without the co-operation of the king of Israel, and although it was successful, the trade was not prosecuted ([2 Chr. 20:35-37](/2chr#2Chr.20.35); [1 Kings 22:48-49](/1kgs#1Kgs.22.48)).

 He subsequently joined Jehoram, king of Israel, in a war against the Moabites, who were under tribute to Israel. This war was successful. The Moabites were subdued; but the dreadful act of Mesha in offering his own son a sacrifice on the walls of Kir-haresheth in the sight of the armies of Israel filled him with horror, and he withdrew and returned to his own land ([2 Kings 3:4-27](/2kgs#2Kgs.3.4)).

 The last most notable event of his reign was that recorded in [2 Chr. 20](/2chr#2Chr.20). The Moabites formed a great and powerful confederacy with the surrounding nations, and came against Jehoshaphat. The allied forces were encamped at Engedi. The king and his people were filled with alarm, and betook themselves to God in prayer. The king prayed in the court of the temple, “O our God, wilt thou not judge them? for we have no might against this great company that cometh against us.” Amid the silence that followed, the voice of Jahaziel the Levite was heard announcing that on the morrow all this great host would be overthrown. So it was, for they quarrelled among themselves, and slew one another, leaving to the people of Judah only to gather the rich spoils of the slain. This was recognized as a great deliverance wrought for them by God (B.C. 890). Soon after this Jehoshaphat died, after a reign of twenty-five years, being sixty years of age, and was succeeded by his son Jehoram ([1 Kings 22:50](/1kgs#1Kgs.22.50)). He had this testimony, that “he sought the Lord with all his heart” ([2 Chr. 22:9](/2chr#2Chr.22.9)). The kingdom of Judah was never more prosperous than under his reign."
jehoshaphat_809,"The son of Nimshi, and father of Jehu, king of Israel ([2 Kings 9:2](/2kgs#2Kgs.9.2), [14](/2kgs#2Kgs.9.14))."
jehoshaphat_810,One of the priests who accompanied the removal of the ark to Jerusalem ([1 Chr. 15:24](/1chr#1Chr.15.24)).
jehozabad_812,"The son of Shomer, one of the two conspirators who put king Jehoash to death in Millo in Jerusalem ([2 Kings 12:21](/2kgs#2Kgs.12.21))."
jehozabad_813,"The son of Obed-edom ([1 Chr. 26:4](/1chr#1Chr.26.4)), one of the Levite porters."
jehozabad_814,[2 Chr. 17:18](/2chr#2Chr.17.18).
jehu_816,"The son of Hanani, a prophet of Judah ([1 Kings 16:1](/1kgs#1Kgs.16.1), [7](/1kgs#1Kgs.16.7); [2 Chr. 19:2](/2chr#2Chr.19.2); [20:34](/2chr#2Chr.20.34)), who pronounced the sentence of God against Baasha, the king of Israel."
jehu_817,"King of Israel, the son of Jehoshaphat ([2 Kings 9:2](/2kgs#2Kgs.9.2)), and grandson of Nimshi. The story of his exaltation to the throne is deeply interesting. During the progress of a war against the Syrians, who were becoming more and more troublesome to Israel, in a battle at Ramoth-gilead Jehoram, the king of Israel, had been wounded; and leaving his army there, had returned to Jezreel, whither his ally, Ahaziah, king of Judah, had also gone on a visit of sympathy with him ([2 Kings 8:28](/2kgs#2Kgs.8.28), [29](/2kgs#2Kgs.8.29)). The commanders, being left in charge of the conduct of the war, met in council; and while engaged in their deliberations, a messenger from Elisha appeared in the camp, and taking Jehu from the council, led him into a secret chamber, and there anointed him king over Israel, and immediately retired and disappeared ([2 Kings 9:5](/2kgs#2Kgs.9.5), [6](/2kgs#2Kgs.9.6)). On being interrogated by his companions as to the object of this mysterious visitor, he informed them of what had been done, when immediately, with the utmost enthusiasm, they blew their trumpets and proclaimed him king ([2 Kings 9:11-14](/2kgs#2Kgs.9.11)). He then with a chosen band set forth with all speed to Jezreel, where, with his own hand, he slew Jehoram, shooting him through the heart with an arrow (9:24). The king of Judah, when trying to escape, was fatally wounded by one of Jehu’s soldiers at Beth-gan. On entering the city, Jehu commanded the eunchs of the royal palace to cast down Jezebel into the street, where her mangled body was trodden under foot by the horses. Jehu was now master of Jezreel, whence he communicated with the persons in authority in Samaria the capital, commanding them to appear before him on the morrow with the heads of all the royal princes of Samaria. Accordingly on the morrow seventy heads were piled up in two heaps at his gate. At “the shearing-house” ([2 Kings 10:12-14](/2kgs#2Kgs.10.12)) other forty-two connected with the house of Ahab were put to death ([2 Kings 10:14](/2kgs#2Kgs.10.14)). As Jehu rode on toward Samaria, he met Jehonadab (q.v.), whom he took into his chariot, and they entered the capital together. By a cunning stratagem he cut off all the worshippers of Baal found in Samaria ([2 Kings 10:19-25](/2kgs#2Kgs.10.19)), and destroyed the temple of the idol ([2 Kings 10:27](/2kgs#2Kgs.10.27)).

 Notwithstanding all this apparent zeal for the worship of Jehovah, Jehu yet tolerated the worship of the golden calves at Dan and Bethel. For this the divine displeasure rested upon him, and his kingdom suffered disaster in war with the Syrians ([2 Kings 10:29-33](/2kgs#2Kgs.10.29)). He died after a reign of twenty-eight years (B.C. 884-856), and was buried in Samaria (10:34-36). “He was one of those decisive, terrible, and ambitious, yet prudent, calculating, and passionless men whom God from time to time raises up to change the fate of empires and execute his judgments on the earth.” He was the first Jewish king who came in contact with the Assyrian power in the time of Shalmaneser II."
jehu_818,"The son of Obed, and father of Azariah ([1 Chr. 2:38](/1chr#1Chr.2.38))."
jehu_819,
jehu_820,One of the Benjamite slingers that joined David at Ziklag ([1 Chr. 12:3](/1chr#1Chr.12.3)).
jehubbah_821,
jehudi_823,"A Jew, son of Nethaniah. He was sent by the princes to invite Baruch to read Jeremiah’s roll to them ([Jer. 36:14](/jer#Jer.36.14), [21](/jer#Jer.36.21))."
jehudijah_824,
jehush_825,[1 Chr. 8:39](/1chr#1Chr.8.39).
jeiel_826,[1 Chr. 5:7](/1chr#1Chr.5.7). A Reubenite chief.
jeiel_827,One of the Levites who took part in praising God on the removal of the ark to Jerusalem ([1 Chr. 16:5](/1chr#1Chr.16.5)).
jeiel_828,
jeiel_829,[2 Chr. 26:11](/2chr#2Chr.26.11). A scribe.
jeiel_830,[2 Chr. 29:13](/2chr#2Chr.29.13). A Levite of the sons of Asaph.
jeiel_831,"One of the chief Levites, who made an offering for the restoration of the Passover by Josiah ([2 Chr. 35:9](/2chr#2Chr.35.9))."
jeiel_832,[Ezra 8:13](/ezra#Ezra.8.13).
jeiel_833,[Ezra 10:43](/ezra#Ezra.10.43).
jekameam_834,
jekamiah_835,
jekuthiel_836,
jemima_837,"Dove, the eldest of Job’s three daughters born after his time of trial ([Job 42:14](/job#Job.42.14))."
jemuel_838,"One of Simeon’s five sons ([1 Chr. 4:24](/1chr#1Chr.4.24)), called also Jemuel ([Gen. 46:10](/gen#Gen.46.10))."
jephthah_839,"Whom God sets free, or the breaker through, a “mighty man of valour” who delivered Israel from the oppression of the Ammonites ([Judg. 11:1-33](/judg#Judg.11.1)), and judged Israel six years (12:7). He has been described as “a wild, daring, Gilead mountaineer, a sort of warrior Elijah.” After forty-five years of comparative quiet Israel again apostatized, and in “process of time the children of Ammon made war against Israel” (11:5). In their distress the elders of Gilead went to fetch Jephthah out of the land of Tob, to which he had fled when driven out wrongfully by his brothers from his father’s inheritance (2), and the people made him their head and captain. The “elders of Gilead” in their extremity summoned him to their aid, and he at once undertook the conduct of the war against Ammon. Twice he sent an embassy to the king of Ammon, but in vain. War was inevitable. The people obeyed his summons, and “the spirit of the Lord came upon him.” Before engaging in war he vowed that if successful he would offer as a “burnt-offering” whatever would come out of the door of his house first to meet him on his return. The defeat of the Ammonites was complete. “He smote them from Aroer, even till thou come to Minnith, even twenty cities, and unto the plain of the vineyards [Heb. ‘Abel Keramim], with a very great slaughter” ([Judg. 11:33](/judg#Judg.11.33)). The men of Ephraim regarded themselves as insulted in not having been called by Jephthah to go with him to war against Ammon. This led to a war between the men of Gilead and Ephraim (12:4), in which many of the Ephraimites perished. “Then died Jephthah the Gileadite, and was buried in one of the cities of Gilead” (7)."
jephunneh_840,"The father of Caleb, who was Joshua’s companion in exploring Canaan ([Num. 13:6](/num#Num.13.6)), a Kenezite ([Josh. 14:14](/josh#Josh.14.14))."
