EventID,Reference,Concatenated_Text
1970,Hosea 2:2-23,"[Hosea] [ch 2] [verse 10] And now will I uncover her lewdness in the sight of her lovers, and none shall deliver her out of my hand. [verse 11] I will also cause all her mirth to cease, her feasts, her new moons, and her sabbaths, and all her solemn assemblies. [verse 12] And I will lay waste her vines and her fig-trees, whereof she hath said, These are my hire that my lovers have given me; and I will make them a forest, and the beasts of the field shall eat them. [verse 13] And I will visit upon her the days of the Baalim, unto which she burned incense, when she decked herself with her ear-rings and her jewels, and went after her lovers, and forgat me, saith Jehovah. [verse 14] Therefore, behold, I will allure her, and bring her into the wilderness, and speak comfortably unto her. [verse 15] And I will give her her vineyards from thence, and the valley of Achor for a door of hope; and she shall make answer there, as in the days of her youth, and as in the day when she came up out of the land of Egypt. [verse 16] And it shall be at that day, saith Jehovah, that thou shalt call me Ishi, and shalt call me no more Baali. [verse 17] For I will take away the names of the Baalim out of her mouth, and they shall no more be mentioned by their name. [verse 18] And in that day will I make a covenant for them with the beasts of the field, and with the birds of the heavens, and with the creeping things of the ground: and I will break the bow and the sword and the battle out of the land, and will make them to lie down safely. [verse 19] And I will betroth thee unto me for ever; yea, I will betroth thee unto me in righteousness, and in justice, and in lovingkindness, and in mercies. [verse 2] Contend with your mother, contend; for she is not my wife, neither am I her husband; and let her put away her whoredoms from her face, and her adulteries from between her breasts; [verse 20] I will even betroth thee unto me in faithfulness; and thou shalt know Jehovah. [verse 21] And it shall come to pass in that day, I will answer, saith Jehovah, I will answer the heavens, and they shall answer the earth; [verse 22] and the earth shall answer the grain, and the new wine, and the oil; and they shall answer Jezreel. [verse 23] And I will sow her unto me in the earth; and I will have mercy upon her that had not obtained mercy; and I will say to them that were not my people, Thou art my people; and they shall say, [Thou art] my God. [verse 3] lest I strip her naked, and set her as in the day that she was born, and make her as a wilderness, and set her like a dry land, and slay her with thirst. [verse 4] Yea, upon her children will I have no mercy; for they are children of whoredom; [verse 5] for their mother hath played the harlot; she that conceived them hath done shamefully; for she said, I will go after my lovers, that give me my bread and my water, my wool and my flax, mine oil and my drink. [verse 6] Therefore, behold, I will hedge up thy way with thorns, and I will build a wall against her, that she shall not find her paths. [verse 7] And she shall follow after her lovers, but she shall not overtake them; and she shall seek them, but shall not find them: then shall she say, I will go and return to my first husband; for then was it better with me than now. [verse 8] For she did not know that I gave her the grain, and the new wine, and the oil, and multiplied unto her silver and gold, which they used for Baal. [verse 9] Therefore will I take back my grain in the time thereof, and my new wine in the season thereof, and will pluck away my wool and my flax which should have covered her nakedness."
1971,Hosea 2:9-12,"[Hosea] [ch 2] [verse 10] And now will I uncover her lewdness in the sight of her lovers, and none shall deliver her out of my hand. [verse 11] I will also cause all her mirth to cease, her feasts, her new moons, and her sabbaths, and all her solemn assemblies. [verse 12] And I will lay waste her vines and her fig-trees, whereof she hath said, These are my hire that my lovers have given me; and I will make them a forest, and the beasts of the field shall eat them. [verse 9] Therefore will I take back my grain in the time thereof, and my new wine in the season thereof, and will pluck away my wool and my flax which should have covered her nakedness."
1972,Hosea 2:21-22,"[Hosea] [ch 2] [verse 21] And it shall come to pass in that day, I will answer, saith Jehovah, I will answer the heavens, and they shall answer the earth; [verse 22] and the earth shall answer the grain, and the new wine, and the oil; and they shall answer Jezreel."
1973,Hosea 3:1-3,"[Hosea] [ch 3] [verse 1] And Jehovah said unto me, Go again, love a woman beloved of [her] friend, and an adulteress, even as Jehovah loveth the children of Israel, though they turn unto other gods, and love cakes of raisins. [verse 2] So I bought her to me for fifteen [pieces] of silver, and a homer of barley, and a half-homer of barley; [verse 3] and I said unto her, Thou shalt abide for me many days; thou shalt not play the harlot, and thou shalt not be any man's wife: so will I also be toward thee."
1974,Hosea 4:1-19,"[Hosea] [ch 4] [verse 1] Hear the word of Jehovah, ye children of Israel; for Jehovah hath a controversy with the inhabitants of the land, because there is no truth, nor goodness, nor knowledge of God in the land. [verse 10] And they shall eat, and not have enough; they shall play the harlot, and shall not increase; because they have left off taking heed to Jehovah. [verse 11] Whoredom and wine and new wine take away the understanding. [verse 12] My people ask counsel at their stock, and their staff declareth unto them; for the spirit of whoredom hath caused them to err, and they have played the harlot, [departing] from under their God. [verse 13] They sacrifice upon the tops of the mountains, and burn incense upon the hills, under oaks and poplars and terebinths, because the shadow thereof is good: therefore your daughters play the harlot, and your brides commit adultery. [verse 14] I will not punish your daughters when they play the harlot, nor your brides when they commit adultery; for [the men] themselves go apart with harlots, and they sacrifice with the prostitutes; and the people that doth not understand shall be overthrown. [verse 15] Though thou, Israel, play the harlot, yet let not Judah offend; and come not ye unto Gilgal, neither go ye up to Beth-aven, nor swear, As Jehovah liveth. [verse 16] For Israel hath behaved himself stubbornly, like a stubborn heifer: now will Jehovah feed them as a lamb in a large place. [verse 17] Ephraim is joined to idols; let him alone. [verse 18] Their drink is become sour; they play the harlot continually; her rulers dearly love shame. [verse 19] The wind hath wrapped her up in its wings; and they shall be put to shame because of their sacrifices. [verse 2] There is nought but swearing and breaking faith, and killing, and stealing, and committing adultery; they break out, and blood toucheth blood. [verse 3] Therefore shall the land mourn, and every one that dwelleth therein shall languish, with the beasts of the field and the birds of the heavens; yea, the fishes of the sea also shall be taken away. [verse 4] Yet let no man strive, neither let any man reprove; for thy people are as they that strive with the priest. [verse 5] And thou shalt stumble in the day, and the prophet also shall stumble with thee in the night; and I will destroy thy mother. [verse 6] My people are destroyed for lack of knowledge: because thou hast rejected knowledge, I will also reject thee, that thou shalt be no priest to me: seeing thou hast forgotten the law of thy God, I also will forget thy children. [verse 7] As they were multiplied, so they sinned against me: I will change their glory into shame. [verse 8] They feed on the sin of my people, and set their heart on their iniquity. [verse 9] And it shall be, like people, like priest; and I will punish them for their ways, and will requite them their doings."
1975,Hosea 5:1-15,"[Hosea] [ch 5] [verse 1] Hear this, O ye priests, and hearken, O house of Israel, and give ear, O house of the king; for unto you pertaineth the judgment; for ye have been a snare at Mizpah, and a net spread upon Tabor. [verse 10] The princes of Judah are like them that remove the landmark: I will pour out my wrath upon them like water. [verse 11] Ephraim is oppressed, he is crushed in judgment; because he was content to walk after [man's] command. [verse 12] Therefore am I unto Ephraim as a moth, and to the house of Judah as rottenness. [verse 13] When Ephraim saw his sickness, and Judah [saw] his wound, then went Ephraim to Assyria, and sent to king Jareb: but he is not able to heal you, neither will he cure you of your wound. [verse 14] For I will be unto Ephraim as a lion, and as a young lion to the house of Judah: I, even I, will tear and go away; I will carry off, and there shall be none to deliver. [verse 15] I will go and return to my place, till they acknowledge their offence, and seek my face: in their affliction they will seek me earnestly. [verse 2] And the revolters are gone deep in making slaughter; but I am a rebuker of them all. [verse 3] I know Ephraim, and Israel is not hid from me; for now, O Ephraim, thou hast played the harlot, Israel is defiled. [verse 4] Their doings will not suffer them to turn unto their God; for the spirit of whoredom is within them, and they know not Jehovah. [verse 5] And the pride of Israel doth testify to his face: therefore Israel and Ephraim shall stumble in their iniquity; Judah also shall stumble with them. [verse 6] They shall go with their flocks and with their herds to seek Jehovah; but they shall not find him: he hath withdrawn himself from them. [verse 7] They have dealt treacherously against Jehovah; for they have borne strange children: now shall the new moon devour them with their fields. [verse 8] Blow ye the cornet in Gibeah, and the trumpet in Ramah: sound an alarm at Beth-aven; behind thee, O Benjamin. [verse 9] Ephraim shall become a desolation in the day of rebuke: among the tribes of Israel have I made known that which shall surely be."
1976,Hosea 6:6,"[Hosea] [ch 6] [verse 6] For I desire goodness, and not sacrifice; and the knowledge of God more than burnt-offerings."
1977,Hosea 11:1,"[Hosea] [ch 11] [verse 1] When Israel was a child, then I loved him, and called my son out of Egypt."
1978,Hosea 11:1-11,"[Hosea] [ch 11] [verse 1] When Israel was a child, then I loved him, and called my son out of Egypt. [verse 10] They shall walk after Jehovah, who will roar like a lion; for he will roar, and the children shall come trembling from the west. [verse 11] They shall come trembling as a bird out of Egypt, and as a dove out of the land of Assyria; and I will make them to dwell in their houses, saith Jehovah. [verse 2] The more [the prophets] called them, the more they went from them: they sacrificed unto the Baalim, and burned incense to graven images. [verse 3] Yet I taught Ephraim to walk; I took them on my arms; but they knew not that I healed them. [verse 4] I drew them with cords of a man, with bands of love; and I was to them as they that lift up the yoke on their jaws; and I laid food before them. [verse 5] They shall not return into the land of Egypt; but the Assyrian shall be their king, because they refused to return [to me] . [verse 6] And the sword shall fall upon their cities, and shall consume their bars, and devour [them], because of their own counsels. [verse 7] And my people are bent on backsliding from me: though they call them to [him that is] on high, none at all will exalt [him] . [verse 8] How shall I give thee up, Ephraim? [how] shall I cast thee off, Israel? how shall I make thee as Admah? [how] shall I set thee as Zeboiim? my heart is turned within me, my compassions are kindled together. [verse 9] I will not execute the fierceness of mine anger, I will not return to destroy Ephraim: for I am God, and not man; the Holy One in the midst of thee; and I will not come in wrath."
1979,Hosea 11:8-9,"[Hosea] [ch 11] [verse 8] How shall I give thee up, Ephraim? [how] shall I cast thee off, Israel? how shall I make thee as Admah? [how] shall I set thee as Zeboiim? my heart is turned within me, my compassions are kindled together. [verse 9] I will not execute the fierceness of mine anger, I will not return to destroy Ephraim: for I am God, and not man; the Holy One in the midst of thee; and I will not come in wrath."
1980,Hosea 14:1-9,"[Hosea] [ch 14] [verse 1] O Israel, return unto Jehovah thy God; for thou hast fallen by thine iniquity. [verse 2] Take with you words, and return unto Jehovah: say unto him, Take away all iniquity, and accept that which is good: so will we render [as] bullocks [the offering of] our lips. [verse 3] Assyria shall not save us; we will not ride upon horses; neither will we say any more to the work of our hands, [Ye are] our gods; for in thee the fatherless findeth mercy. [verse 4] I will heal their backsliding, I will love them freely; for mine anger is turned away from him. [verse 5] I will be as the dew unto Israel; he shall blossom as the lily, and cast forth his roots as Lebanon. [verse 6] His branches shall spread, and his beauty shall be as the olive-tree, and his smell as Lebanon. [verse 7] They that dwell under his shadow shall return; they shall revive [as] the grain, and blossom as the vine: the scent thereof shall be as the wine of Lebanon. [verse 8] Ephraim [shall say], What have I to do any more with idols? I have answered, and will regard him: I am like a green fir-tree; from me is thy fruit found. [verse 9] Who is wise, that he may understand these things? prudent, that he may know them? for the ways of Jehovah are right, and the just shall walk in them; but transgressors shall fall therein."
1981,Hosea 14:4,"[Hosea] [ch 14] [verse 4] I will heal their backsliding, I will love them freely; for mine anger is turned away from him."
1982,Hosea 14:4,"[Hosea] [ch 14] [verse 4] I will heal their backsliding, I will love them freely; for mine anger is turned away from him."
1983,Hosea 14:5-6,"[Hosea] [ch 14] [verse 5] I will be as the dew unto Israel; he shall blossom as the lily, and cast forth his roots as Lebanon. [verse 6] His branches shall spread, and his beauty shall be as the olive-tree, and his smell as Lebanon."
1984,"Joel 1:4, 1:6-7","[Joel] [ch 1] [verse 4] That which the palmer-worm hath left hath the locust eaten; and that which the locust hath left hath the canker-worm eaten; and that which the canker-worm hath left hath the caterpillar eaten. [verse 6] For a nation is come up upon my land, strong, and without number; his teeth are the teeth of a lion, and he hath the jaw-teeth of a lioness. [verse 7] He hath laid my vine waste, and barked my fig-tree: he hath made it clean bare, and cast it away; the branches thereof are made white."
1985,"Joel 1:10-12, 1:17-20","[Joel] [ch 1] [verse 10] The field is laid waste, the land mourneth; for the grain is destroyed, the new wine is dried up, the oil languisheth. [verse 11] Be confounded, O ye husbandmen, wail, O ye vinedressers, for the wheat and for the barley; for the harvest of the field is perished. [verse 12] The vine is withered, and the fig-tree languisheth; the pomegranate-tree, the palm-tree also, and the apple-tree, even all the trees of the field are withered: for joy is withered away from the sons of men. [verse 17] The seeds rot under their clods; the garners are laid desolate, the barns are broken down; for the grain is withered. [verse 18] How do the beasts groan! the herds of cattle are perplexed, because they have no pasture; yea, the flocks of sheep are made desolate. [verse 19] O Jehovah, to thee do I cry; for the fire hath devoured the pastures of the wilderness, and the flame hath burned all the trees of the field. [verse 20] Yea, the beasts of the field pant unto thee; for the water brooks are dried up, and the fire hath devoured the pastures of the wilderness."
1986,"Joel 2:1-2, 2:10-11","[Joel] [ch 2] [verse 1] Blow ye the trumpet in Zion, and sound an alarm in my holy mountain; let all the inhabitants of the land tremble: for the day of Jehovah cometh, for it is nigh at hand; [verse 10] The earth quaketh before them; the heavens tremble; the sun and the moon are darkened, and the stars withdraw their shining. [verse 11] And Jehovah uttereth his voice before his army; for his camp is very great; for he is strong that executeth his word; for the day of Jehovah is great and very terrible; and who can abide it? [verse 2] a day of darkness and gloominess, a day of clouds and thick darkness, as the dawn spread upon the mountains; a great people and a strong; there hath not been ever the like, neither shall be any more after them, even to the years of many generations."
1987,Joel 2:3-9,"[Joel] [ch 2] [verse 3] A fire devoureth before them; and behind them a flame burneth: the land is as the garden of Eden before them, and behind them a desolate wilderness; yea, and none hath escaped them. [verse 4] The appearance of them is as the appearance of horses; and as horsemen, so do they run. [verse 5] Like the noise of chariots on the tops of the mountains do they leap, like the noise of a flame of fire that devoureth the stubble, as a strong people set in battle array. [verse 6] At their presence the peoples are in anguish; all faces are waxed pale. [verse 7] They run like mighty men; they climb the wall like men of war; and they march every one on his ways, and they break not their ranks. [verse 8] Neither doth one thrust another; they march every one in his path; and they burst through the weapons, and break not off [their course] . [verse 9] They leap upon the city; they run upon the wall; they climb up into the houses; they enter in at the windows like a thief."
1988,Joel 2:12-14,"[Joel] [ch 2] [verse 12] Yet even now, saith Jehovah, turn ye unto me with all your heart, and with fasting, and with weeping, and with mourning: [verse 13] and rend your heart, and not your garments, and turn unto Jehovah your God; for he is gracious and merciful, slow to anger, and abundant in lovingkindness, and repenteth him of the evil. [verse 14] Who knoweth whether he will not turn and repent, and leave a blessing behind him, even a meal-offering and a drink-offering unto Jehovah your God?"
1989,Joel 2:20,"[Joel] [ch 2] [verse 20] but I will remove far off from you the northern [army], and will drive it into a land barren and desolate, its forepart into the eastern sea, and its hinder part [ into the western sea; and its stench shall come up, and its ill savor shall come up, because it hath done great things."
1990,Joel 2:25,"[Joel] [ch 2] [verse 25] And I will restore to you the years that the locust hath eaten, the canker-worm, and the caterpillar, and the palmer-worm, my great army which I sent among you."
1991,Joel 2:23,"[Joel] [ch 2] [verse 23] Be glad then, ye children of Zion, and rejoice in Jehovah your God; for he giveth you the former rain in just measure, and he causeth to come down for you the rain, the former rain and the latter rain, in the first [month] ."
1992,"Joel 2:24, 2:26","[Joel] [ch 2] [verse 24] And the floors shall be full of wheat, and the vats shall overflow with new wine and oil. [verse 26] And ye shall eat in plenty and be satisfied, and shall praise the name of Jehovah your God, that hath dealt wondrously with you; and my people shall never be put to shame."
1993,Joel 2:28-29,"[Joel] [ch 2] [verse 28] And it shall come to pass afterward, that I will pour out my Spirit upon all flesh; and your sons and your daughters shall prophesy, your old men shall dream dreams, your young men shall see visions: [verse 29] and also upon the servants and upon the handmaids in those days will I pour out my Spirit."
1994,Joel 2:30-31,"[Joel] [ch 2] [verse 30] And I will show wonders in the heavens and in the earth: blood, and fire, and pillars of smoke. [verse 31] The sun shall be turned into darkness, and the moon into blood, before the great and terrible day of Jehovah cometh."
1995,"Joel 3:2, 3:12","[Joel] [ch 3] [verse 12] Let the nations bestir themselves, and come up to the valley of Jehoshaphat; for there will I sit to judge all the nations round about. [verse 2] I will gather all nations, and will bring them down into the valley of Jehoshaphat; and I will execute judgment upon them there for my people and for my heritage Israel, whom they have scattered among the nations: and they have parted my land,"
1996,Joel 3:15,"[Joel] [ch 3] [verse 15] The sun and the moon are darkened, and the stars withdraw their shining."
1997,Joel 3:16,"[Joel] [ch 3] [verse 16] And Jehovah will roar from Zion, and utter his voice from Jerusalem; and the heavens and the earth shall shake: but Jehovah will be a refuge unto his people, and a stronghold to the children of Israel."
1998,Joel 3:17,"[Joel] [ch 3] [verse 17] So shall ye know that I am Jehovah your God, dwelling in Zion my holy mountain: then shall Jerusalem be holy, and there shall no strangers pass through her any more."
1999,Joel 3:18,"[Joel] [ch 3] [verse 18] And it shall come to pass in that day, that the mountains shall drop down sweet wine, and the hills shall flow with milk, and all the brooks of Judah shall flow with waters; and a fountain shall come forth from the house of Jehovah, and shall water the valley of Shittim."
2000,Joel 3:18,"[Joel] [ch 3] [verse 18] And it shall come to pass in that day, that the mountains shall drop down sweet wine, and the hills shall flow with milk, and all the brooks of Judah shall flow with waters; and a fountain shall come forth from the house of Jehovah, and shall water the valley of Shittim."
2001,Joel 3:19,"[Joel] [ch 3] [verse 19] Egypt shall be a desolation, and Edom shall be a desolate wilderness, for the violence done to the children of Judah, because they have shed innocent blood in their land."
2002,Joel 3:21,"[Joel] [ch 3] [verse 21] And I will cleanse their blood, that I have not cleansed: for Jehovah dwelleth in Zion."
2003,Amos 1:1,"[Amos] [ch 1] [verse 1] The words of Amos, who was among the herdsmen of Tekoa, which he saw concerning Israel in the days of Uzziah king of Judah, and in the days of Jeroboam the son of Joash king of Israel, two years before the earthquake."
2004,Amos 1:3-5,"[Amos] [ch 1] [verse 3] Thus saith Jehovah: For three transgressions of Damascus, yea, for four, I will not turn away the punishment thereof; because they have threshed Gilead with threshing instruments of iron: [verse 4] but I will send a fire into the house of Hazael, and it shall devour the palaces of Ben-hadad. [verse 5] And I will break the bar of Damascus, and cut off the inhabitant from the valley of Aven, and him that holdeth the sceptre from the house of Eden; and the people of Syria shall go into captivity unto Kir, saith Jehovah."
2005,Amos 1:6-8,"[Amos] [ch 1] [verse 6] Thus saith Jehovah: For three transgressions of Gaza, yea, for four, I will not turn away the punishment thereof; because they carried away captive the whole people, to deliver them up to Edom. [ [verse 7] But I will send a fire on the wall of Gaza, and it shall devour the palaces thereof. [verse 8] And I will cut off the inhabitant from Ashdod, and him that holdeth the sceptre from Ashkelon; and I will turn my hand against Ekron; and the remnant of the Philistines shall perish, saith the Lord Jehovah."
2006,Amos 1:9-10,"[Amos] [ch 1] [verse 10] but I will send a fire on the wall of Tyre, and it shall devour the palaces thereof. [verse 9] Thus saith Jehovah: For three transgressions of Tyre, yea, for four, I will not turn away the punishment thereof; because they delivered up the whole people to Edom, and remembered not the brotherly covenant:"
2007,Amos 1:11-12,"[Amos] [ch 1] [verse 11] Thus saith Jehovah: For three transgressions of Edom, yea, for four, I will not turn away the punishment thereof; because he did pursue his brother with the sword, and did cast off all pity, and his anger did tear perpetually, and he kept his wrath for ever: [verse 12] but I will send a fire upon Teman, and it shall devour the palaces of Bozrah."
2008,Amos 1:13-15,"[Amos] [ch 1] [verse 13] Thus saith Jehovah: For three transgressions of the children of Ammon, yea, for four, I will not turn away the punishment thereof; because they have ripped up the women with child of Gilead, that they may enlarge their border. [verse 14] But I will kindle a fire in the wall of Rabbah, and it shall devour the palaces thereof, with shouting in the day of battle, with a tempest in the day of the whirlwind; [verse 15] and their king shall go into captivity, he and his princes together, saith Jehovah."
2009,Amos 2:1-3,"[Amos] [ch 2] [verse 1] Thus saith Jehovah: For three transgressions of Moab, yea, for four, I will not turn away the punishment thereof; because he burned the bones of the king of Edom into lime: [verse 2] but I will send a fire upon Moab, and it shall devour the palaces of Kerioth; and Moab shall die with tumult, with shouting, and with the sound of the trumpet; [verse 3] and I will cut off the judge from the midst thereof, and will slay all the princes thereof with him, saith Jehovah."
2010,Amos 2:4-5,"[Amos] [ch 2] [verse 4] Thus saith Jehovah: For three transgressions of Judah, yea, for four, I will not turn away the punishment thereof; because they have rejected the law of Jehovah, and have not kept his statutes, and their lies have caused them to err, after which their fathers did walk: [verse 5] but I will send a fire upon Judah, and it shall devour the palaces of Jerusalem."
2011,Amos 2:6-16,"[Amos] [ch 2] [verse 10] Also I brought you up out of the land of Egypt, and led you forty years in the wilderness, to possess the land of the Amorite. [verse 11] And I raised up of your sons for prophets, and of your young men for Nazirites. Is it not even thus, O ye children of Israel? saith Jehovah. [verse 12] But ye gave the Nazirites wine to drink, and commanded the prophets, saying, Prophesy not. [verse 13] Behold, I will press [you] in your place, as a cart presseth that is full of sheaves. [verse 14] And flight shall perish from the swift; and the strong shall not strengthen his force; neither shall the mighty deliver himself; [verse 15] neither shall he stand that handleth the bow; and he that is swift of foot shall not deliver [himself] ; neither shall he that rideth the horse deliver himself; [verse 16] and he that is courageous among the mighty shall flee away naked in that day, saith Jehovah. [verse 6] Thus saith Jehovah: For three transgressions of Israel, yea, for four, I will not turn away the punishment thereof; because they have sold the righteous for silver, and the needy for a pair of shoes-- [verse 7] they that pant after the dust of the earth on the head of the poor, and turn aside the way of the meek: and a man and his father go unto the [same] maiden, to profane my holy name: [verse 8] and they lay themselves down beside every altar upon clothes taken in pledge; and in the house of their God they drink the wine of such as have been fined. [verse 9] Yet destroyed I the Amorite before them, whose height was like the height of the cedars, and he was strong as the oaks; yet I destroyed his fruit from above, and his roots from beneath."
2012,Amos 3:1-2,"[Amos] [ch 3] [verse 1] Hear this word that Jehovah hath spoken against you, O children of Israel, against the whole family which I brought up out of the land of Egypt, saying, [verse 2] You only have I known of all the families of the earth: therefore I will visit upon you all your iniquities."
2013,Amos 3:3-8,"[Amos] [ch 3] [verse 3] Shall two walk together, except they have agreed? [verse 4] Will a lion roar in the forest, when he hath no prey? will a young lion cry out of his den, if he have taken nothing? [verse 5] Can a bird fall in a snare upon the earth, where no gin is [set] for him? shall a snare spring up from the ground, and have taken nothing at all? [verse 6] Shall the trumpet be blown in a city, and the people not be afraid? shall evil befall a city, and Jehovah hath not done it? [verse 7] Surely the Lord Jehovah will do nothing, except he reveal his secret unto his servants the prophets. [verse 8] The lion hath roared; who will not fear? The Lord Jehovah hath spoken; who can but prophesy?"
2014,Amos 3:9-15,"[Amos] [ch 3] [verse 10] For they know not to do right, saith Jehovah, who store up violence and robbery in their palaces. [verse 11] Therefore thus saith the Lord Jehovah: An adversary [there shall be], even round about the land; and he shall bring down thy strength from thee, and thy palaces shall be plundered. [verse 12] Thus saith Jehovah: As the shepherd rescueth out of the mouth of the lion two legs, or a piece of an ear, so shall the children of Israel be rescued that sit in Samaria in the corner of a couch, and on the silken cushions of a bed. [verse 13] Hear ye, and testify against the house of Jacob, saith the Lord Jehovah, the God of hosts. [verse 14] For in the day that I shall visit the transgressions of Israel upon him, I will also visit the altars of Beth-el; and the horns of the altar shall be cut off, and fall to the ground. [verse 15] And I will smite the winter-house with the summer-house; and the houses of ivory shall perish, and the great houses shall have an end, saith Jehovah. [verse 9] Publish ye in the palaces at Ashdod, and in the palaces in the land of Egypt, and say, Assemble yourselves upon the mountains of Samaria, and behold what great tumults are therein, and what oppressions in the midst thereof."
2015,Amos 4:1-3,"[Amos] [ch 4] [verse 1] Hear this word, ye kine of Bashan, that are in the mountain of Samaria, that oppress the poor, that crush the needy, that say unto their lords, Bring, and let us drink. [verse 2] The Lord Jehovah hath sworn by his holiness, that, lo, the days shall come upon you, that they shall take you away with hooks, and your residue with fish-hooks. [verse 3] And ye shall go out at the breaches, every one straight before her; and ye shall cast [yourselves] into Harmon, saith Jehovah."
2016,Amos 4:6-11,"[Amos] [ch 4] [verse 10] I have sent among you the pestilence after the manner of Egypt: your young men have I slain with the sword, and have carried away your horses; and I have made the stench of your camp to come up even into your nostrils: yet have ye not returned unto me, saith Jehovah. [verse 11] I have overthrown [cities] among you, as when God overthrew Sodom and Gomorrah, and ye were as a brand plucked out of the burning: yet have ye not returned unto me, saith Jehovah. [verse 6] And I also have given you cleanness of teeth in all your cities, and want of bread in all your places; yet have ye not returned unto me, saith Jehovah. [verse 7] And I also have withholden the rain from you, when there were yet three months to the harvest; and I caused it to rain upon one city, and caused it not to rain upon another city: one piece was rained upon, and the piece whereupon it rained not withered. [verse 8] So two or three cities wandered unto one city to drink water, and were not satisfied: yet have ye not returned unto me, saith Jehovah. [verse 9] I have smitten you with blasting and mildew: the multitude of your gardens and your vineyards and your fig-trees and your olive-trees hath the palmer-worm devoured: yet have ye not returned unto me, saith Jehovah."
2017,Amos 4:12-13,"[Amos] [ch 4] [verse 12] Therefore thus will I do unto thee, O Israel; [and] because I will do this unto thee, prepare to meet thy God, O Israel. [verse 13] For, lo, he that formeth the mountains, and createth the wind, and declareth unto man what is his thought; that maketh the morning darkness, and treadeth upon the high places of the earth--Jehovah, the God of hosts, is his name."
2018,Amos 4:13,"[Amos] [ch 4] [verse 13] For, lo, he that formeth the mountains, and createth the wind, and declareth unto man what is his thought; that maketh the morning darkness, and treadeth upon the high places of the earth--Jehovah, the God of hosts, is his name."
2019,Amos 5:1-3,"[Amos] [ch 5] [verse 1] Hear ye this word which I take up for a lamentation over you, O house of Israel. [verse 2] The virgin of Israel is fallen; she shall no more rise: she is cast down upon her land; there is none to raise her up. [verse 3] For thus saith the Lord Jehovah: The city that went forth a thousand shall have a hundred left, and that which went forth a hundred shall have ten left, to the house of Israel."
2020,Amos 5:4-6,"[Amos] [ch 5] [verse 4] For thus saith Jehovah unto the house of Israel, Seek ye me, and ye shall live; [verse 5] but seek not Beth-el, nor enter into Gilgal, and pass not to Beer-sheba: for Gilgal shall surely go into captivity, and Beth-el shall come to nought. [verse 6] Seek Jehovah, and ye shall live; lest he break out like fire in the house of Joseph, and it devour, and there be none to quench it in Beth-el."
2021,Amos 5:8-9,"[Amos] [ch 5] [verse 8] [ seek him] that maketh the Pleiades and Orion, and turneth the shadow of death into the morning, and maketh the day dark with night; that calleth for the waters of the sea, and poureth them out upon the face of the earth (Jehovah is his name); [verse 9] that bringeth sudden destruction upon the strong, so that destruction cometh upon the fortress."
2022,Amos 5:21-24,"[Amos] [ch 5] [verse 21] I hate, I despise your feasts, and I will take no delight in your solemn assemblies. [verse 22] Yea, though ye offer me your burnt-offerings and meal-offerings, I will not accept them; neither will I regard the peace-offerings of your fat beasts. [verse 23] Take thou away from me the noise of thy songs; for I will not hear the melody of thy viols. [verse 24] But let justice roll down as waters, and righteousness as a mighty stream."
2023,Amos 7:1-3,"[Amos] [ch 7] [verse 1] Thus the Lord Jehovah showed me: and, behold, he formed locusts in the beginning of the shooting up of the latter growth; and, lo, it was the latter growth after the king's mowings. [verse 2] And it came to pass that, when they made an end of eating the grass of the land, then I said, O Lord Jehovah, forgive, I beseech thee: how shall Jacob stand? for he is small. [verse 3] Jehovah repented concerning this: It shall not be, saith Jehovah."
2024,Amos 7:4-6,"[Amos] [ch 7] [verse 4] Thus the Lord Jehovah showed me: and, behold, the Lord Jehovah called to contend by fire; and it devoured the great deep, and would have eaten up the land. [verse 5] Then said I, O Lord Jehovah, cease, I beseech thee: how shall Jacob stand? for he is small. [verse 6] Jehovah repented concerning this: this also shall not be, saith the Lord Jehovah."
2025,Amos 7:7-9,"[Amos] [ch 7] [verse 7] Thus he showed me: and, behold, the Lord stood beside a wall made by a plumb-line, with a plumb-line in his hand. [verse 8] And Jehovah said unto me, Amos, what seest thou? And I said, A plumb-line. Then said the Lord, Behold, I will set a plumb-line in the midst of my people Israel; I will not again pass by them any more; [verse 9] and the high places of Isaac shall be desolate, and the sanctuaries of Israel shall be laid waste; and I will rise against the house of Jeroboam with the sword."
2026,Amos 7:9,"[Amos] [ch 7] [verse 9] and the high places of Isaac shall be desolate, and the sanctuaries of Israel shall be laid waste; and I will rise against the house of Jeroboam with the sword."
2027,Amos 7:14-17,"[Amos] [ch 7] [verse 14] Then answered Amos, and said to Amaziah, I was no prophet, neither was I a prophet's son; but I was a herdsman, and a dresser of sycomore-trees: [verse 15] and Jehovah took me from following the flock, and Jehovah said unto me, Go, prophesy unto my people Israel. [verse 16] Now therefore hear thou the word of Jehovah: Thou sayest, Prophesy not against Israel, and drop not [thy word] against the house of Isaac; [verse 17] therefore thus saith Jehovah: Thy wife shall be a harlot in the city, and thy sons and thy daughters shall fall by the sword, and thy land shall be divided by line; and thou thyself shalt die in a land that is unclean, and Israel shall surely be led away captive out of his land."
