folder_name,name,coordinates,LineString,Point,Polygon,description,styleUrl
Lower Gulloth,Lower Gulloth / within 5 km of Khirbet Tarrama,"35.03264,31.47857",,,,another name for Gulloth-mayim,#waterrepresentativepoint
Lower Pool,Lower Pool / in Jerusalem,"35.234167,31.776667",,,,,#waterpoint
Lud 1 (Lydia),Lud 1 / Lydia,,,,,another name for Lydia,#region
Lud 1 (Lydia),Lud 1 / Lydia,"28.040278,38.488333",,,,another name for Lydia,#landrepresentativepoint
Lud 2 (Lydia),Lud 2 / Lydia,,,,,another name for Lud 1,#region
Lud 2 (Lydia),Lud 2 / Lydia,"28.040278,38.488333",,,,another name for Lud 1,#landrepresentativepoint
Lud 2 (Lydia),Lud 2 / about 500 km around Tripoli,,,,,,#region
Lud 2 (Lydia),Lud 2 / about 500 km around Tripoli,"13.1757,32.8999",,,,,#landrepresentativepoint
Luhith (Ascent of Luhith),Luhith / Kathrabba,"35.622231,31.13788",,,,,#landpoint
Luhith (Ascent of Luhith),Luhith / Medinet er Ras,"35.586239,31.051399",,,,,#landpoint
Luz 1,Luz 1 / Beitin,"35.241389,31.922778",,,,another name for Bethel 1,#landpoint
Luz 1,Luz 1 / Al Bira,"35.214958,31.905142",,,,another name for Bethel 1,#landpoint
Luz 1,Luz 1 / Burj Beitin,"35.245478,31.921866",,,,another name for Bethel 1,#landpoint
Luz 2,Luz 2 / Luweizeh,"35.53556,33.46028",,,,,#landpoint
Luz 2,Luz 2 / within 10 km of Beitin,,,,,within 10 km of Bethel 1,#region
Luz 2,Luz 2 / within 10 km of Beitin,"35.241389,31.922778",,,,within 10 km of Bethel 1,#landrepresentativepoint
Luz 2,Luz 2 / within 10 km of Al Bira,,,,,within 10 km of Bethel 1,#region
Luz 2,Luz 2 / within 10 km of Al Bira,"35.214958,31.905142",,,,within 10 km of Bethel 1,#landrepresentativepoint
Luz 2,Luz 2 / within 10 km of Burj Beitin,,,,,within 10 km of Bethel 1,#region
Luz 2,Luz 2 / within 10 km of Burj Beitin,"35.245478,31.921866",,,,within 10 km of Bethel 1,#landrepresentativepoint
Lycaonia,Lycaonia (90% confidence),,,,,,#landisobands
Lycaonia,Lycaonia (80% confidence),,,,,,#landisobands
Lycaonia,Lycaonia (70% confidence),,,,,,#landisobands
Lycaonia,Lycaonia (60% confidence),,,,,,#landisobands
Lycaonia,Lycaonia (50% confidence),,,,,,#landisobands
Lycaonia,Lycaonia (40% confidence),,,,,,#landisobands
Lycaonia,Lycaonia (30% confidence),,,,,,#landisobands
Lycaonia,Lycaonia (20% confidence),,,,,,#landisobands
Lycaonia,Lycaonia (10% confidence),,,,,,#landisobands
Lycaonia,Lycaonia,"33,38",,,,,#landrepresentativepoint
Lycia,Lycia,,,,,,#region
Lycia,Lycia,"29.9,36.733333",,,,,#landrepresentativepoint
Lydia,Lydia,,,,,,#region
Lydia,Lydia,"28.040278,38.488333",,,,,#landrepresentativepoint
Lystra,Lystra / Tel Lystra,"32.3384,37.6017",,,,,#landpoint
Maacah,Maacah (90% confidence),,,,,,#landisobands
Maacah,Maacah (80% confidence),,,,,,#landisobands
Maacah,Maacah (70% confidence),,,,,,#landisobands
Maacah,Maacah (60% confidence),,,,,,#landisobands
Maacah,Maacah (50% confidence),,,,,,#landisobands
Maacah,Maacah (40% confidence),,,,,,#landisobands
Maacah,Maacah (30% confidence),,,,,,#landisobands
Maacah,Maacah (20% confidence),,,,,,#landisobands
Maacah,Maacah (10% confidence),,,,,,#landisobands
Maacah,Maacah,"35.581007,33.258051",,,,,#landrepresentativepoint
Maarath,Maarath / Khirbet Qufin,"35.11352,31.62071",,,,,#landpoint
Maarath,Maarath / Beit Ummar,"35.102222,31.621389",,,,,#landpoint
Maarath,Maarath / Khirbet ez Zawiya,"35.158731,31.601481",,,,,#landpoint
Maarath,Maarath / Khirbet el Hubeila,"35.10826,31.659966",,,,,#landpoint
Maarath,Maarath / Rujm es Sabit,"35.142696,31.653256",,,,,#landpoint
Maareh-geba,Maareh-geba / within 2 km of Tel el Ful,,,,,within 2 km of Gibeah 1,#region
Maareh-geba,Maareh-geba / within 2 km of Tel el Ful,"35.230718,31.823113",,,,within 2 km of Gibeah 1,#landrepresentativepoint
Maareh-geba,Maareh-geba / within 2 km of Jaba,,,,,within 2 km of Gibeah 1,#region
Maareh-geba,Maareh-geba / within 2 km of Jaba,"35.261111,31.8575",,,,within 2 km of Gibeah 1,#landrepresentativepoint
Macedonia,Macedonia,,,,,,#region
Macedonia,Macedonia,"22.54,41.6",,,,,#landrepresentativepoint
"Machbenah (Makbenah, Machbena, Macbenah)",Machbenah / Khirbet Hebra,"34.896797,31.554151",,,,another name for Cabbon,#landpoint
"Machbenah (Makbenah, Machbena, Macbenah)",Machbenah / Khirbet Beit Lei,"34.928056,31.563611",,,,another name for Cabbon,#landpoint
"Machbenah (Makbenah, Machbena, Macbenah)",Machbenah / Tel Haraqim,"34.82719,31.52403",,,,another name for Cabbon,#landpoint
"Machbenah (Makbenah, Machbena, Macbenah)",Machbenah / Khirbet Tatrit,"34.928577,31.350265",,,,another name for Meconah,#landpoint
"Machbenah (Makbenah, Machbena, Macbenah)",Machbenah / Khirbet Umm ed Demineh,"34.933241,31.372823",,,,another name for Meconah,#landpoint
"Machbenah (Makbenah, Machbena, Macbenah)",Machbenah / Minieh,"34.3099,31.248575",,,,another name for Meconah,#landpoint
"Machbenah (Makbenah, Machbena, Macbenah)",Machbenah / Tell esh Sharia,"34.6816,31.3912",,,,another name for Meconah,#landpoint
Machpelah,Machpelah / Cave of the Patriarchs,"35.110758,31.524672",,,,,#landpoint
Madiama,Madiama / Al Bad,"35.0122,28.4947",,,,,#landpoint
Madmannah,Madmannah / Khirbet Tatrit,"34.928577,31.350265",,,,,#landpoint
Madmannah,Madmannah / Khirbet Umm ed Demineh,"34.933241,31.372823",,,,,#landpoint
Madmannah,Madmannah / Minieh,"34.3099,31.248575",,,,,#landpoint
Madmen,Madmen / Dimnah,"35.704811,31.291821",,,,,#landpoint
Madmen,Madmen / Haraziya,"35.696538,31.283837",,,,,#landpoint
Madmen,Madmen / Tall Dhiban,"35.776574,31.502236",,,,another name for Dibon 3,#landpoint
Madmen,Madmen / Dimnah,"35.704811,31.291821",,,,another name for Dibon 3,#landpoint
Madmen,Madmen / Haraziya,"35.696538,31.283837",,,,another name for Dibon 3,#landpoint
Madmenah,Madmenah / Shufat,"35.22322,31.82014",,,,,#landpoint
Madmenah,Madmenah / Isawiya,"35.248333,31.798611",,,,,#landpoint
Madon,Madon / Qarn Hattin,"35.459722,32.799722",,,,,#landpoint
Madon,Madon / Tell el Khirbeh,"35.432354,33.076777",,,,another name for Merom,#landpoint
Madon,Madon / Qarn Hattin,"35.459722,32.799722",,,,another name for Merom,#landpoint
Madon,Madon / Meiron,"35.438081,32.982086",,,,another name for Merom,#landpoint
Madon,Madon / Maroun al Ras,"35.443889,33.101111",,,,another name for Merom,#landpoint
Madon,Madon / Bint Jbeil,"35.442778,33.125833",,,,another name for Merom,#landpoint
Madon,Madon / Khirbet el Biar,"35.417222,33.088889",,,,another name for Merom,#landpoint
Madon,Madon / Har Zevi,"35.528333,33.075833",,,,another name for Merom,#landpoint
Madon,Madon / Khirbet Madin,"35.461143,32.79944",,,,,#landpoint
Madon,Madon / Tell el Khirbeh,"35.432354,33.076777",,,,,#landpoint
Magadan (Magdala),Magadan / Majdal,"35.513552,32.827069",,,,another name for Magdala,#landpoint
Magadan (Magdala),Magadan / along the eastern side of the Sea of Galilee,,,,,,#region
Magadan (Magdala),Magadan / along the eastern side of the Sea of Galilee,"35.646371,32.860443",,,,,#landrepresentativepoint
Magadan (Magdala),Magadan / Majdal,"35.513552,32.827069",,,,,#landpoint
Magbish,Magbish / Khirbet el Makhbiyeh,"34.95317,31.63816",,,,,#landpoint
Magbish,Magbish / Khirbet Qanan Mugheimis,"34.92821,31.58056",,,,,#landpoint
Magdala,Magdala / Majdal,"35.513552,32.827069",,,,,#landpoint
Magdalsenna,Magdalsenna / Khirbet el Aujah el Foqa,"35.39974,31.9472",,,,,#landpoint
Magdalsenna,Magdalsenna / Khirbat al Beiyudat,"35.47177,31.96618",,,,,#landpoint
Magdalsenna,Magdalsenna / Khirbet el Aujah,"35.40935,31.943741",,,,,#landpoint
Magdolum,Magdolum / Tell el Herr,"32.49286,30.96478",,,,,#landpoint
Magog,Magog / Lydia,,,,,another name for Lydia,#region
Magog,Magog / Lydia,"28.040278,38.488333",,,,another name for Lydia,#landrepresentativepoint
Magog,Magog / Scythia,,,,,another name for Scythia,#region
Magog,Magog / Scythia,"34.12056,44.94278",,,,another name for Scythia,#landrepresentativepoint
Magog / Babylonia,Magog (90% confidence),,,,,,#landisobands
Magog / Babylonia,Magog (80% confidence),,,,,,#landisobands
Magog / Babylonia,Magog (70% confidence),,,,,,#landisobands
Magog / Babylonia,Magog (60% confidence),,,,,,#landisobands
Magog / Babylonia,Magog (50% confidence),,,,,,#landisobands
Magog / Babylonia,Magog (40% confidence),,,,,,#landisobands
Magog / Babylonia,Magog (30% confidence),,,,,,#landisobands
Magog / Babylonia,Magog (20% confidence),,,,,,#landisobands
Magog / Babylonia,Magog (10% confidence),,,,,,#landisobands
Magog / Babylonia,Magog / Babylonia,"44.422222,32.543333",,,,another name for Babylonia,#landrepresentativepoint
"Mahalab (Hebel, Mehebel)",Mahalab / Khirbet al Mahalib,"35.243368,33.317804",,,,another name for Ahlab,#landpoint
"Mahalab (Hebel, Mehebel)",Mahalab / Ras el Biyada,"35.168333,33.164722",,,,another name for Ahlab,#landpoint
"Mahalab (Hebel, Mehebel)",Mahalab / Khirbet al Mahalib,"35.243368,33.317804",,,,,#landpoint
Mahanaim,Mahanaim / Tell edh Dhahab el Gharbi,"35.68667,32.18575",,,,,#landpoint
Mahanaim,Mahanaim / Tell Hejaj,"35.69241,32.149521",,,,,#landpoint
Mahanaim,Mahanaim / Khirbet Mehna,"35.748791,32.363911",,,,,#landpoint
Mahanaim,Mahanaim / Tell edh Dhahab esh Sherqiyeh,"35.69211,32.187016",,,,,#landpoint
Mahanaim,Mahanaim / Tell er Reheil,"36.05389,32.129601",,,,,#landpoint
Mahanaim,Mahanaim / Sleikhat,"35.59329,32.32307",,,,,#landpoint
Mahaneh-dan 1 (Camp of Dan),Mahaneh-dan 1 / in the region between Eshtaol and Zorah,,,,,,#region
Mahaneh-dan 1 (Camp of Dan),Mahaneh-dan 1 / in the region between Eshtaol and Zorah,"34.998916,31.778023",,,,,#landrepresentativepoint
Mahaneh-dan 2 (Camp of Dan),Mahaneh-dan 2 / in the region between Eshtaol and Zorah,,,,,another name for Mahaneh-dan 1,#region
Mahaneh-dan 2 (Camp of Dan),Mahaneh-dan 2 / in the region between Eshtaol and Zorah,"34.998916,31.778023",,,,another name for Mahaneh-dan 1,#landrepresentativepoint
Mahaneh-dan 2 (Camp of Dan),Mahaneh-dan 2 / within 10 km of Deir el Azar,,,,,within 10 km of Kiriath-jearim,#region
Mahaneh-dan 2 (Camp of Dan),Mahaneh-dan 2 / within 10 km of Deir el Azar,"35.10378,31.808957",,,,within 10 km of Kiriath-jearim,#landrepresentativepoint
Mahaneh-dan 2 (Camp of Dan),Mahaneh-dan 2 / Neve Ilan,"35.0793,31.808397",,,,,#landpoint
Makaz,Makaz / Khirbet el Mukheizin,"34.811181,31.803139",,,,,#landpoint
Makaz / in the Ayalon Valley,Makaz (40% confidence),,,,,,#landisobands
Makaz / in the Ayalon Valley,Makaz (30% confidence),,,,,,#landisobands
Makaz / in the Ayalon Valley,Makaz (20% confidence),,,,,,#landisobands
Makaz / in the Ayalon Valley,Makaz (10% confidence),,,,,,#landisobands
Makaz / in the Ayalon Valley,Makaz / in the Ayalon Valley,"34.959444,31.8675",,,,in the Valley of Aijalon,#landrepresentativepoint
Makaz,Makaz / Deir Muheisin,"34.932208,31.827028",,,,,#landpoint
Makaz,Makaz / Horbat Avimor,"34.97128,31.81263",,,,,#landpoint
Makaz,Makaz / Khirbet Deir Shubeib,"34.985967,31.797726",,,,,#landpoint
Makheloth,Makheloth / Kuntillet Ajrud,"34.421111,30.193056",,,,,#landpoint
Makkedah,Makkedah / Khirbet el Qom,"34.966564,31.534716",,,,,#landpoint
Makkedah,Makkedah / Khirbet Kheishum,"34.953544,31.728465",,,,,#landpoint
Makkedah,Makkedah / Khirbet Beit Maqdum,"34.9706,31.5377",,,,,#landpoint
Makkedah,Makkedah / Tell Beit Mirsim,"34.9098,31.4558",,,,,#landpoint
Makkedah,Makkedah / Tel Goded,"34.916611,31.633361",,,,,#landpoint
Makkedah,Makkedah / Tell Bornat,"34.873472,31.629897",,,,,#landpoint
Malta (Melita),Malta,,,,,,#region
Malta (Melita),Malta,"14.411732,35.933464",,,,,#landrepresentativepoint
Mamre,Mamre / Ramat el Khalil,"35.105336,31.556536",,,,,#landpoint
Mamre,Mamre / Ain Sebta,"35.0856,31.536",,,,,#landpoint
Mamre,Mamre / Khirbet Nimreh,"35.10203,31.53502",,,,,#landpoint
Manahath,Manahath / El Malha,"35.18901,31.75367",,,,,#landpoint
Manahath,Manahath / Khirbet Mehna,"35.748791,32.363911",,,,,#landpoint
Maon,Maon / Tel Main,"35.133839,31.409448",,,,,#landpoint
Marah,Marah / Ain Hawarah,"32.94284,29.34604",,,,,#waterpoint
Marah,Marah / Bir Mara,"32.7,29.96667",,,,,#waterpoint
Marah,Marah / Uyun Musa,"32.658333,29.876944",,,,,#waterpoint
Marah,Marah / Bitter Lakes,,,,,,#water
Marah,Marah / Bitter Lakes,"32.377778,30.338333",,,,,#waterrepresentativepoint
Mareal (Maralah),Mareal / Tell Thorah,"35.16869,32.65426",,,,,#landpoint
Mareal (Maralah),Mareal / Tell el Ghaltah,"35.174167,32.683333",,,,,#landpoint
Mareshah,Mareshah / Tel Maresha,"34.898241,31.592963",,,,,#landpoint
Maroth,Maroth / Khirbet Qufin,"35.11352,31.62071",,,,another name for Maarath,#landpoint
Maroth,Maroth / Beit Ummar,"35.102222,31.621389",,,,another name for Maarath,#landpoint
Maroth,Maroth / Khirbet ez Zawiya,"35.158731,31.601481",,,,another name for Maarath,#landpoint
Maroth,Maroth / Khirbet el Hubeila,"35.10826,31.659966",,,,another name for Maarath,#landpoint
Maroth,Maroth / Rujm es Sabit,"35.142696,31.653256",,,,another name for Maarath,#landpoint
Masrekah,Masrekah / within 5 km of Jebel el Musraq,,,,,,#region
Masrekah,Masrekah / within 5 km of Jebel el Musraq,"35.463611,29.946944",,,,,#landrepresentativepoint
Massah,Massah / within 500 m of Wadi Rufaiyil,,,,,another name for Meribah 2,#region
Massah,Massah / within 500 m of Wadi Rufaiyil,"33.880278,28.623056",,,,another name for Meribah 2,#landrepresentativepoint
Massah,Massah / within 500 m of Wadi Feiran,,,,,another name for Meribah 2,#region
Massah,Massah / within 500 m of Wadi Feiran,"33.611944,28.7125",,,,another name for Meribah 2,#landrepresentativepoint
Massah,Massah / within 500 m of Wadi el Sheikh,,,,,another name for Meribah 2,#region
Massah,Massah / within 500 m of Wadi el Sheikh,"33.681667,28.699444",,,,another name for Meribah 2,#landrepresentativepoint
Massah,Massah / within 500 m of Wadi Sudr,,,,,another name for Meribah 2,#region
Massah,Massah / within 500 m of Wadi Sudr,"32.80587,29.63625",,,,another name for Meribah 2,#landrepresentativepoint
Massah,Massah / within 500 m of Jabal Huwayti,,,,,another name for Meribah 2,#region
Massah,Massah / within 500 m of Jabal Huwayti,"33.861389,28.621667",,,,another name for Meribah 2,#landrepresentativepoint
Massah,Massah / along Wadi Rufaiyil,"33.840388,28.596009 33.841118,28.59591 33.84137,28.596061 33.843194,28.59875 33.843483,28.598934 33.843837,28.599381 33.843441,28.599881 33.843151,28.599984 33.84314,28.600074 33.843526,28.600832 33.843607,28.601289 33.843966,28.601444 33.84447,28.601529 33.845039,28.602184 33.845758,28.602466 33.846348,28.603229 33.846552,28.603309 33.846659,28.603582 33.846616,28.603804 33.847496,28.605165 33.847721,28.605292 33.848397,28.604991 33.848864,28.605622 33.84939,28.606079 33.850023,28.606215 33.850387,28.605895 33.850768,28.605377 33.851315,28.605245 33.851734,28.60541 33.851938,28.605994 33.852206,28.606013 33.85248,28.606418 33.852555,28.60694 33.852769,28.607152 33.852769,28.60735 33.853091,28.607407 33.853327,28.607218 33.853434,28.606644 33.854003,28.606719 33.854529,28.606922 33.85506,28.606851 33.855183,28.606634 33.855344,28.606634 33.855709,28.606846 33.855988,28.606785 33.857211,28.607482 33.857383,28.607426 33.85757,28.607143 33.857844,28.607171 33.858144,28.606729 33.858509,28.606917 33.85867,28.607171 33.858622,28.607444 33.859137,28.607958 33.859968,28.60825 33.860215,28.608099 33.860344,28.607157 33.860918,28.606884 33.86117,28.606291 33.861562,28.606187 33.862345,28.606427 33.862988,28.606422 33.865129,28.607218 33.865183,28.60735 33.864952,28.608499 33.865123,28.609187 33.865703,28.609672 33.866164,28.609752 33.866486,28.610124 33.867779,28.611061 33.86816,28.611466 33.868739,28.611786 33.869281,28.611867 33.869485,28.611758 33.86964,28.611918 33.870086,28.612027 33.870617,28.611852 33.871116,28.611438 33.871362,28.611452 33.871566,28.611749 33.871786,28.612408 33.872639,28.612592 33.872714,28.612747 33.873106,28.612775 33.87354,28.612639 33.8739,28.61279 33.873889,28.614033 33.874463,28.61456 33.875032,28.614777 33.875445,28.614725 33.876169,28.615022 33.87685,28.616128 33.877344,28.616246 33.878138,28.617753 33.878036,28.619933 33.878272,28.620126 33.878717,28.619924 33.878894,28.620522 33.879055,28.62047 33.879168,28.62071 33.879586,28.621068 33.879731,28.621393 33.879763,28.622566 33.880428,28.623583",,,,another name for Rephidim,#path
Massah,Massah / along Wadi Rufaiyil,"33.880278,28.623056",,,,another name for Rephidim,#landrepresentativepoint
Massah,Massah / along Wadi Feiran,"33.683859,28.699214 33.673503,28.700484 33.665071,28.708534 33.659738,28.710538 33.658322,28.710247 33.656911,28.708849 33.657201,28.705386 33.659186,28.703062 33.657796,28.699239 33.655855,28.698493 33.644761,28.700512 33.645802,28.705909 33.644042,28.706803 33.640679,28.706525 33.637674,28.705316 33.633935,28.706031 33.630288,28.703547 33.626822,28.703377 33.623791,28.705114 33.619859,28.712562 33.617381,28.712392 33.614844,28.709969 33.613046,28.7106 33.612392,28.715874 33.609109,28.718903 33.607017,28.722385 33.605375,28.722498 33.60309,28.7196 33.599292,28.718104 33.597543,28.723429 33.594153,28.725998 33.591085,28.725301 33.58881,28.721322 33.579766,28.718179 33.576697,28.718376 33.569262,28.729018 33.565925,28.732611 33.56585,28.738482 33.566859,28.742226 33.564756,28.746177 33.559992,28.749615 33.560379,28.75516 33.559681,28.756683 33.558104,28.757662 33.551731,28.756425 33.55024,28.757144 33.550594,28.760342 33.552407,28.764095 33.551828,28.767349 33.550798,28.768534 33.53965,28.769333 33.534372,28.77112 33.531776,28.772662 33.527505,28.776762 33.523128,28.777477 33.520022,28.779104 33.50491,28.788385 33.498323,28.793613 33.481801,28.797204 33.47223,28.795663 33.46369,28.796866 33.458669,28.796227 33.451889,28.797073 33.445129,28.795982 33.440645,28.79444 33.430538,28.794497 33.425775,28.790604 33.423564,28.786204 33.421226,28.783401 33.411098,28.78154 33.408115,28.779226 33.406055,28.774995 33.402901,28.77159 33.396614,28.768562 33.390605,28.766803 33.387612,28.766954 33.383782,28.7656 33.380113,28.765609 33.373289,28.762392 33.357325,28.761339 33.349771,28.759458 33.343077,28.754567 33.336296,28.744333 33.333378,28.729582 33.329,28.718367 33.326511,28.714754 33.324022,28.712722 33.317038,28.710332 33.31581,28.708673 33.295841,28.70095 33.291767,28.698712 33.284893,28.692699 33.274913,28.690338 33.270802,28.688253 33.2697,28.686253 33.266713,28.684201 33.265097,28.680243 33.261583,28.677306 33.239589,28.672232 33.217464,28.675679 33.208959,28.675834 33.202105,28.679672",,,,another name for Rephidim,#path
Massah,Massah / along Wadi Feiran,"33.611944,28.7125",,,,another name for Rephidim,#landrepresentativepoint
Massah,Massah / along Wadi el Sheikh,"33.925771,28.599632 33.923888,28.599957 33.922906,28.600979 33.921919,28.60332 33.920744,28.604248 33.920779,28.605468 33.919969,28.60757 33.918223,28.608508 33.916428,28.610848 33.915659,28.613106 33.914564,28.61345 33.914784,28.614901 33.914216,28.616144 33.91156,28.617976 33.911061,28.619577 33.909361,28.620613 33.908073,28.622468 33.907049,28.622722 33.903546,28.62583 33.902682,28.625924 33.900665,28.628043 33.89985,28.630656 33.897522,28.632201 33.896931,28.633189 33.89765,28.635308 33.897071,28.637323 33.894088,28.639903 33.892264,28.639489 33.889926,28.640341 33.887774,28.640252 33.884668,28.64109 33.880667,28.641391 33.878499,28.641777 33.876268,28.643039 33.873081,28.642596 33.869197,28.644423 33.866086,28.643792 33.86202,28.641297 33.859552,28.640487 33.855722,28.64077 33.848426,28.638792 33.841968,28.639602 33.84023,28.639414 33.83759,28.638585 33.833492,28.635365 33.831539,28.634819 33.828921,28.634517 33.822355,28.636269 33.82021,28.634988 33.820059,28.633594 33.818879,28.631805 33.810242,28.628302 33.806348,28.627954 33.796692,28.628999 33.795083,28.628754 33.789675,28.625364 33.787293,28.624836 33.776586,28.624667 33.77281,28.625138 33.769269,28.62446 33.766501,28.624855 33.765128,28.625948 33.76472,28.627153 33.765106,28.631636 33.764291,28.63431 33.763497,28.635553 33.759098,28.639489 33.758497,28.642973 33.757703,28.644348 33.754849,28.645459 33.753455,28.645327 33.75206,28.644442 33.749689,28.640699 33.745076,28.640544 33.742597,28.638952 33.740473,28.63866 33.738048,28.638849 33.729572,28.644611 33.725646,28.646193 33.725345,28.647172 33.726182,28.648735 33.728499,28.650562 33.729873,28.652859 33.729916,28.654818 33.728113,28.657454 33.722878,28.660956 33.720689,28.66668 33.713264,28.675698 33.711097,28.676074 33.708394,28.674455 33.706677,28.675152 33.703008,28.680423 33.702922,28.682136 33.705454,28.685035 33.704767,28.686955 33.703694,28.687275 33.700819,28.686597 33.69863,28.687519 33.688889,28.696818 33.687472,28.696931 33.685828,28.698418 33.684994,28.698597",,,,another name for Rephidim,#path
Massah,Massah / along Wadi el Sheikh,"33.681667,28.699444",,,,another name for Rephidim,#landrepresentativepoint
Massah,Massah / along Wadi Sudr,"33.11411,29.86842 33.11437,29.87022 33.11835,29.87282 33.12524,29.8742 33.12891,29.87278 33.13322,29.8688 33.14331,29.86854 33.1515,29.86525 33.15562,29.8651 33.15695,29.86022 33.16142,29.85306 33.16371,29.85213 33.16414,29.84997 33.15307,29.84165 33.14515,29.83223 33.12953,29.82896 33.1267,29.8291 33.12112,29.8329 33.1182,29.83268 33.10464,29.82158 33.10258,29.81622 33.09155,29.81324 33.08833,29.80941 33.08001,29.8081 33.07404,29.80297 33.06765,29.80237 33.06546,29.8068 33.06318,29.80807 33.05683,29.80513 33.05915,29.80125 33.05881,29.79656 33.05683,29.79213 33.05348,29.78896 33.0522,29.78487 33.05602,29.78148 33.05499,29.77902 33.05644,29.77634 33.05494,29.77298 33.0573,29.77134 33.057,29.76926 33.05344,29.76855 33.04512,29.77004 33.04456,29.76695 33.04301,29.76624 33.03464,29.76974 33.03361,29.7687 33.03503,29.76538 33.03383,29.76129 33.02602,29.75786 33.01628,29.74469 33.006,29.73999 32.99651,29.74044 32.99338,29.73539 32.98553,29.7282 32.97866,29.73274 32.97598,29.73742 32.96907,29.73565 32.96669,29.73263 32.9683,29.72514 32.96731,29.72097 32.96212,29.72086 32.9498,29.71459 32.95304,29.70373 32.94349,29.70231 32.94068,29.70507 32.9362,29.70576 32.93472,29.70324 32.92444,29.69939 32.91963,29.69523 32.91356,29.69681 32.90122,29.69665 32.89122,29.70147 32.88749,29.70617 32.88354,29.7052 32.87916,29.6967 32.87448,29.69525 32.87152,29.69007 32.8632,29.68529 32.86007,29.68112 32.85745,29.6721 32.85135,29.66479 32.85161,29.6618 32.85419,29.65785 32.85341,29.65218 32.85152,29.6489 32.84329,29.6433 32.83058,29.63719 32.822,29.63659 32.81282,29.63353 32.80492,29.63316 32.79531,29.6307 32.7826,29.62137 32.77814,29.6215 32.76938,29.61839 32.74793,29.61451 32.73555,29.60967 32.73394,29.60648 32.73042,29.60393 32.71003,29.60327",,,,another name for Rephidim,#path
Massah,Massah / along Wadi Sudr,"32.80587,29.63625",,,,another name for Rephidim,#landrepresentativepoint
Massah,Massah / Jabal Huwayti,"33.861389,28.621667",,,,another name for Rephidim,#landpoint
Massah,Massah / Ain el Qudeirat,"34.422222,30.648333",,,,another name for Kadesh-barnea,#landpoint
Massah,Massah / Ein Qedeis,"34.484081,30.583378",,,,another name for Kadesh-barnea,#landpoint
Mattanah,Mattanah / Khirbet el Medeiyineh,"35.907928,31.588347",,,,,#landpoint
Mattanah,Mattanah / Misna,"35.759526,31.280864",,,,another name for Ir-moab,#landpoint
Mattanah,Mattanah / Khirbet al Balua,"35.782764,31.359913",,,,another name for Ir-moab,#landpoint
Mattanah,Mattanah / Rabba,"35.7383,31.270041",,,,another name for Ir-moab,#landpoint
Mattanah,Mattanah / Khirbet el Medeineh,"35.871731,31.281151",,,,another name for Ir-moab,#landpoint
Mattanah,Mattanah / Kerak,"35.701389,31.180556",,,,another name for Ir-moab,#landpoint
Mattanah,Mattanah / Khirbet el Medeiyineh,"35.907928,31.588347",,,,another name for Ir-moab,#landpoint
Mearah (Arah),Mearah / Jezzine,"35.583611,33.54",,,,,#landpoint
Mearah (Arah),Mearah / El Mghairiye,"35.4582,33.6031",,,,,#landpoint
Mearah (Arah),Mearah / Khirbet ‘Ara,"35.0814,32.5048",,,,,#landpoint
Mearah (Arah),Mearah / along Wadi Ara,"35.144543,32.539045 35.144817,32.53822 35.145813,32.536541 35.148045,32.534964 35.148422,32.533965 35.147739,32.532831 35.144677,32.530036 35.139011,32.525312 35.135775,32.523578 35.133534,32.523046 35.131465,32.523162 35.130139,32.522591 35.129274,32.521894 35.128976,32.521229 35.12839,32.520638 35.128354,32.519996 35.127699,32.519182 35.126941,32.518817 35.126551,32.518905 35.122825,32.517321 35.122407,32.516926 35.122394,32.516366 35.121996,32.516192 35.121835,32.515836 35.121892,32.514991 35.121603,32.514497 35.120536,32.51408 35.120426,32.513738 35.118515,32.513022 35.118173,32.512747 35.117444,32.511484 35.115466,32.510413 35.115104,32.510052 35.113579,32.509667 35.112692,32.508904 35.111141,32.508242 35.108876,32.50752 35.107787,32.506996 35.106366,32.506726 35.105022,32.505825 35.104296,32.505749 35.102858,32.505097 35.101019,32.504876 35.099691,32.504415 35.098227,32.504326 35.096959,32.504907 35.095733,32.505213 35.092986,32.50498 35.091351,32.505205 35.089448,32.504507 35.088472,32.503773 35.086392,32.502719 35.085808,32.502211 35.084201,32.501851 35.076281,32.50155 35.075691,32.501078 35.074232,32.500888 35.073087,32.500898 35.072622,32.501383 35.070898,32.501026 35.068352,32.500869 35.067006,32.50048 35.065347,32.500901 35.064325,32.500576 35.063757,32.49979 35.062458,32.498839 35.058705,32.497071 35.05781,32.496127 35.056485,32.495765 35.05587,32.495277 35.055142,32.49427 35.052716,32.492492 35.052194,32.491658 35.050305,32.490243 35.049475,32.489881 35.048667,32.489093 35.045981,32.48807 35.044115,32.486953 35.043854,32.486323 35.04266,32.485521 35.041988,32.484581 35.041071,32.48389 35.0407,32.482106 35.039005,32.480424 35.038319,32.480101 35.035944,32.479723 35.03435,32.478878 35.030898,32.477856 35.02887,32.477609 35.028052,32.476969 35.02584,32.475886 35.023286,32.474911 35.02139,32.474873 35.020918,32.474369 35.020452,32.473202 35.020034,32.472832 35.019783,32.471811 35.018659,32.470681 35.018004,32.469063 35.017116,32.467955 35.016973,32.467424 35.017387,32.46643",,,,,#path
Mearah (Arah),Mearah / along Wadi Ara,"35.0545,32.4941",,,,,#landrepresentativepoint
